Unnamed: 0,reviewID,reviewContent,rating,usefulCount,coolCount,funnyCount,sentGroup,cleanReview,dominantTopic,topicLabel
3056,FtM77Eyw860CeEv4Atmarw,"Every W Hotel Sucks unless you're a ""hipster"". I got a room here off priceline. It was hipster hell. I would never stay here again even with a gun held to my head.",1,1,1,2,Negative,every suck unless hipster got priceline hipster hell never even gun held head,5,Price/Fees/Poor Value
3057,NFBKg4LhHy7sRFrtBGkvJg,"Lounge area is cool but I've seen it before, it's nothing new...rooms are SO outdated and that god awful tacky shutter window looking into the bathroom...I get what they're trying to do but it ain't workin!..it just seems silly to me and like it's trying too hard.. I dunno..the W was cool back in the early  early 2000's... there are far more cooler, nicer, hipper, newer hotels in Chicago  I'd stay before here.  And the hallways were dark and dingy. The W is for two type of folks....20-somethings OR Married folks who have been out of the scene for a LONG time, lives in the burbs with 3 kids, rarely goes out and are totally clueless about what is hip these days, so they come to the W because of the name.... And I'd be willing to bet they go to Howl at the Moon, The lodge and Dicks last Resort for a fun night out.",2,3,3,4,Negative,lounge area cool seen nothing new room outdated god awful tacky shutter window looking bathroom trying workin seems silly trying hard dunno cool back early early far cooler nicer hipper newer hotel chicago hallway dark dingy two type folk somethings married folk scene long time life burbs kid rarely go totally clueless hip day come name willing bet howl moon lodge dick last resort fun,4,Noise/Atmosphere Problem
3058,2QWAjWVKojWWMBg2UEwA-Q,"I've stayed at aLoft hotels in the past, and always wanted a chance to stay at the chain on which the aLoft concept is based. Lots of glitz and glamor, lots of hip and trendy-looking architecture and amenities (showers without doors, flat-screen TV's, etc.); but overall the service was no better than comparable hotel chains. The best feature of this hotel is its location. The views of Lake Michigan and Navy Pier are spectacular. W Hotels seem to attract a certain clientele. Young, ""hip,"" narcissistic, club-hopping Gen Y alcoholics. To be fair, it may have been this location, but I felt like I was at a meat market. Plus, I was awakened at 3:00am one night by a large and loud group of people looking to ""continue the party"" in someone's room next door to me. So if you just need a place to stay during business meetings, this W isn't worth all the pretentiousness. Any of the Kimpton hotels in the area offer much better value (and much better personal service) for the price. But if hip and trendy is important, if you want to see and be seen, W could be for you. But I won't be back... at least voluntarily.",2,2,0,0,Negative,aloft hotel past always wanted chance chain aloft concept based lot glitz glamor lot hip trendy looking architecture amenity shower without door flat screen etc overall service better comparable chain best feature location view lake michigan navy pier spectacular hotel seem attract certain clientele young hip narcissistic club hopping gen alcoholic fair may location felt meat market plus awakened large loud group people looking continue party someone next door need business meeting worth pretentiousness kimpton hotel area offer much better value much better personal service price hip trendy important want see seen back least voluntarily,5,Price/Fees/Poor Value
3059,0bcuMM65LKDZ8tyYUd07Ag,"I have in fact stayed at some great W Hotels...this is NOT one of them. I may be from Hollywood, but save the game of Dr. Jekyll and Mr. Hyde for someone else...thanks but NO thanks! Let me start off by saying that this is my first ever Yelp review (first of many to come)...the sad part is that such a horrible experience is provoking my first motivation to actually critique a hotel establishment. I'll keep it short and sweet. I travel on a weekly basis for work and pleasure, have stayed in both fantastic and terrible hotels around the world. No story is necessary...when I fly across the country from LA on a weekly basis, I would like to arrive with first class treatment late on a Friday evening after a long work week, especially at $400 per night. Customer service is most important, and non-existent at this establishment (as pointed out by previous Yelpers). Even when I had a ""good"" stay in weeks prior, service was mediocre, room service blah, bar service...yikes. Oh, and hotel staff at the front should probably know a little something about the surrounding area, restaurants, etc...despite the fact that visitors can see the shadows of Navy Pier from their windows between the lake fog and the windy rain, a little ""local knowledge"" may go a long way here. Save yourself the $$, there are too many other options in the city of Chicago...when weather permits, you can walk to the lake from many other better options!",1,0,0,0,Negative,fact great hotel may hollywood save game jekyll hyde someone else thanks thanks let start saying first ever yelp review first many come sad part horrible experience provoking first motivation actually critique establishment keep short sweet travel weekly basis work pleasure fantastic terrible hotel around world story necessary fly across country weekly basis arrive first class treatment late friday evening long work week especially per customer service important non existent establishment pointed previous yelpers even good week prior service mediocre service blah bar service yikes staff front probably know little something surrounding area restaurant etc despite fact visitor see shadow navy pier window lake fog windy rain little local knowledge may long way save many option city chicago weather permit walk lake many better option,3,Design Flaws/Lack of Privacy
3067,gjtrzPQ2ooGf48JoOYm6tg,"The hotel is decent: nice decor, comfortable rooms, beautiful view.  Unfortunately the staff is rude and incompetent. In short: I paid for a room filled with flowers, they did not deliver the flowers.  The next morning they promised to refund my money and send a make-up bouquet to my wife.  A month later, after three reminders, they sent the bouquet (with a blank card).  A week after that their staff said everything was my fault.  They have still not refunded my money.  My credit card did the dirty work and charged back the flowers. Again: nice hotel, just avoid the concierge.",1,1,0,1,Negative,decent nice decor comfortable room beautiful view unfortunately staff rude incompetent short paid filled flower deliver flower next morning promised refund money send make bouquet wife month later three reminder sent bouquet blank card week staff said everything fault still refunded money credit card dirty work charged back flower nice avoid concierge,2,Cleanliness/Wear/Poor Upkeep
3068,IP8dZDuUZxS,"W Lakeshore is LOUD and OBNOXIOUS.  It is NOT hip and cool, although it tries to be.  Stay somewhere else, folks.  Not worth it. Just back from weekend trip to Chicago - although decor was nice/modern, bad management decisions made for a negative overall experience - loud music blaring in lobby/elevators, parties going on every night in the lobby, room service wakes you up at 8am.  Free Acura Experience is a joke - always constantly booked, never had the chance to try it. Hotel is perfect for 22 year old frat kids who want to get drunk, scream, run around all night picking up strippers.  For everyone else, an awful experience is sure to be had here.",1,1,1,0,Negative,lakeshore loud obnoxious hip cool although try somewhere else folk worth back weekend trip chicago although decor nice modern bad management decision made negative overall experience loud music blaring lobby elevator party going every lobby service wake free acura experience joke always constantly booked never chance try perfect year old frat kid want drunk scream run around picking stripper everyone else awful experience sure,4,Noise/Atmosphere Problem
3072,NmtlLT9ePbWvi0jCAhMYNw,"I attended an event at the W this week. The catering was not great. The staff was friendly but the passed apps were sub par. Everything that was supposed to be warm was cold and vice versa. The crab cakes were so bad I had to run to the bar so I could get something to wash the taste out of my mouth.   The hotel itself is geared to the trendy so if that's not your speed this probably isn't your hotel. I have enjoyed the Wave restaurant for dinner however, which has a great atmosphere and nice views of the lake. The food was good but not memorable.",2,1,0,0,Negative,attended event week catering great staff friendly passed apps sub par everything supposed warm cold vice versa crab cake bad run bar something wash taste mouth geared trendy speed probably enjoyed wave restaurant dinner however great atmosphere nice view lake food good memorable,3,Design Flaws/Lack of Privacy
3074,tGf9-,"My recent stay at this hotel was *terrible*.  The hallways were dirty, the room was in terrible disrepair, with paint chipped on the tables, threads hanging loose on the lampshades, the headboard falling off the wall, and dust on the desk supplies.  The room as a whole was small and cave-like. The worst experience though, was with the staff, one of whom tried to enter the room while I had the ""do not disturb"" sign up. (thank god for the chain!)  I was really shocked at the really poor quality of such a high-priced hotel, and will never be staying there again.",1,1,0,0,Negative,recent terrible hallway dirty terrible disrepair paint chipped table thread hanging loose lampshade headboard falling wall dust desk supply whole small cave worst experience though staff tried enter disturb sign thank god chain really shocked really poor quality high priced never staying,4,Noise/Atmosphere Problem
3089,CTzayCiBbl5p84zCqVc6Fg,"Hotel has a pretty nice lobby/bar area and the room was nice, great view of the lake and navy pier.   Problems:  Parking is $52.00 a day which is outrageous, lots right next door charge nearly half that.  Internet connection costs 14.95/day per device.  So if I wanted to connect my laptop and my phone to the wireless in my room that would be almost $30.00 a day!  When a standard room is $175.00 gotta make these other amenities cheaper.  Even if I just used one device, $14.95 a day?  The connection wasn't even that fast. If these things wouldn't bug you however, I would still recommend the hotel if you're looking for a great lakeshore view with modern decor",2,0,0,0,Negative,pretty nice lobby bar area nice great view lake navy pier problem parking day outrageous lot right next door charge nearly half internet connection cost day per device wanted connect laptop phone wireless almost day standard gotta make amenity cheaper even used device day connection even fast thing bug however still recommend looking great lakeshore view modern decor,5,Price/Fees/Poor Value
3093,acebit3QGPRW1gD-VoqFCg,"I attended a corporate event here and had a good time. However, the prices should NOT just be about location. The W seems to be an old, rundown hotel they took and tried to gussy up. My friends' room had scuff marks on the walls, cheap wood (or press board?) paneling nailed to one wall, and it was TINY. The bathrooms have a window, which is not only weird, but provide NO sound barrier. Pretty awkward, depending on who you're staying with. The shower heads are low and her husband almost wasn't able to fit under them! The bamboo blinds were also filthy. When you enter the room, you are greeted with a basket of goodies. Wow! Now, this helps to explain the $300ish for a crap room rates... or maybe not. We soon realized that next to this basket of ""goodies"" was a price list. An individual can of Pringles? $5! You can also buy 3 or 4 condoms for $12 and a ""Take me Away"" CD for $13. Wow. sexy, huh? Not really. Oh- and if you want anything that isn't in your room (towels, food, etc.) it's a $3.50 DELIVERY CHARGE and a 20% service fee. Wow. The 33rd floor (I believe it's called the Altitude Room?) is pretty nice, but the bathrooms have no main door. Again... awkward. The stones in the sink were pretty cool though, I have to admit. I would never, EVER pay to stay here, but people seem to like it. I guess when you have money to throw into the air at mediocre service and rooms, it's worth it.",2,0,0,0,Negative,attended corporate event good time however price location seems old rundown took tried gussy friend scuff mark wall cheap wood press board paneling nailed wall tiny bathroom window weird provide sound barrier pretty awkward depending staying shower head low husband almost able fit bamboo blind filthy enter greeted basket goody wow help explain ish crap rate maybe soon realized next basket goody price list individual pringles buy condom take away wow sexy huh really want anything towel food etc delivery charge service fee wow floor believe called altitude pretty nice bathroom main door awkward stone sink pretty cool though admit never ever pay people seem guess money throw air mediocre service room worth,1,Service Breakdown/Attitude
3095,CnxgFwN5KosWByOaJoAcag,"What a disappointment.  I recently became a Starwoods Reward Club member, so rather than stay at the Palmer House Hilton the way I usually do when I'm in Chicago, I decided to scout this place out instead.   It was raining miserably during the time I was here, so I didn't venture out around the property, but here are some observations about the hotel itself. High Points: *The concierge has a list of restaurants that will deliver to the hotel.  This is an excellent feature because room service for dinner is rather awful (see low points below). *The room itself is very comfortable and clean. *I lost an earring.  Housekeeping found it and placed it where I would see it.  I was very pleased. *They have a nice facility for a gym *They have an Acura car service that will take you around the city for free, as long as you sit through a 1 minute video on your ride and listen to the driver talk about the car and fill out a short survey.  (Service is available from noon-7pm only.) *Navy Pier looks like its in walking distance.  I could see it was close from a hotel window. Low Points: *Hotel room service is bad and expensive!.  I had the chicken pot pie for dinner which was just gross.  It was a lardy mess and not really a pie at all with the tiniest pieces of chicken and veggies almost like the kind that you would find in a can of condensed soup.  I also ordered a $12 slice of carrot cake, which for the price I hoped would be amazing and it was small and just 'meh bordering on not good.   *The shower kept changing temperature!!!  I took two showers while I was there, one long and one short (I know, TMI huh?). During the long shower the water temperature got cold at least 5 or 6 times.  And during the short shower at least a couple of times.  That is just plain old unacceptable! *They have a popular happy hour.  That in and of itself is a good thing, however, the bar is right next to the reception desk.  The music and crowd was so loud that I could not hear the front desk staff as I was checking in. *I got a double room when I asked for a King. * The hallways are noisy in the evenings, sounded like hotel staff. Other points: *They have a very interesting menu option: fresh fruit with chocolate sauce, whipped cream and......a disposable camera.  Enjoy! :)",2,1,0,2,Negative,disappointment recently became starwoods reward club member rather palmer house hilton way usually chicago decided scout instead raining miserably time venture around property observation high point concierge list restaurant deliver excellent feature service dinner rather awful see low point comfortable clean lost earring housekeeping found placed see pleased nice facility gym acura car service take around city free long sit minute video ride listen driver talk car fill short survey service available noon navy pier look walking distance see close window low point service bad expensive chicken pot pie dinner gross lardy mess really pie tiniest piece chicken veggie almost kind find condensed soup ordered slice carrot cake price hoped amazing small meh bordering good shower kept changing temperature took two shower long short know tmi huh long shower water temperature got cold least time short shower least couple time plain old unacceptable popular happy hour good thing however bar right next reception desk music crowd loud hear front desk staff checking got double asked king hallway noisy evening sounded staff point interesting menu option fresh fruit chocolate sauce whipped cream disposable camera enjoy,3,Design Flaws/Lack of Privacy
3102,s13,"In the words of Bette Davis: ""What.... A.... Dump"" Avoid this place. A night in an alley under a box would be more luxurious.",1,0,0,0,Negative,word bette davis dump avoid alley box luxurious,4,Noise/Atmosphere Problem
3113,X6r4Jw3WIR15886vI3L76g,"Okay, I've stayed in some pretty run-down places, but come on W! I expected much more from a 5 star hotel than a window with shutters in the bathroom, that opened into the bedroom, right next to the bed! Who designed that? Were they thinking when they did that to the room? To the bathroom? A bathroom is a sanctuary of peace and private business doing, not a place where everyone and their mothers can hear and smell (sorry people!) everything you do! I can't tell you how many times my companions and I talked about using the facilities up stairs. COME ON! W, you are not what you claim to be. Oh, and did I mention the cycling air conditioning system?  It was loud and wouldn't turn off!  I was totally uncomfortable. Ugh, never again!!!!!!!",1,4,1,2,Negative,okay pretty run place come expected much star window shutter bathroom opened bedroom right next bed designed thinking bathroom bathroom sanctuary peace private business everyone mother hear smell sorry people everything tell many time companion talked using facility stair come claim mention cycling air conditioning system loud turn totally uncomfortable ugh never,2,Cleanliness/Wear/Poor Upkeep
3122,90JfxNVNkn3BYQTXf5C-xw,"Ugh. I will never stay at this hotel again. I am the one who picked the W in the first place, so I'll take the blame. It looks so plush and stylish in the photos. The first thing we noticed when walking in (besides Billy Zane getting into a limo... now I know it was an omen) was a club atmosphere in the lobby. There were lots of martini drinkers sitting around in sunglasses... The receptionists were too trendy for their own good, and I suspect that the one on the right was faking his English accent. (Oh yeah, they actually tell you to ""take the lift"" here...) In my opinion, it always is a mistake for a hotel staff to come off as condescending, and here, they definitely did. (There are plenty of high-end hotels who operate with friendliness.) We reserved a room with two queen beds, since my sister-in-law was joining us for a couple of days. We got off the elevator (which was scented, a nice touch) and, despite it being full daylight outside, were plunged into club-style darkness. The halls are very dark, with colored lights to guide your walk. When we opened our door, a lot of light was coming in from the big window. (We were on the west side of the hotel, so we had a crappy view of the building next door.) Ambient club music was playing from the small CD alarm clock, and the room looked really clean. Another look, and I realized there were Ws on everything... everything. My God, the room was one big marketing campaign and attempt to sell merchandise (including a $22 bottle of water that had been picked up and passed over so many times the logo had worn off). It was highly annoying to me. I started obsessing about finding everything that was W-branded -- and my finds included a teddy bear, the CD of music playing when we came in, coffee mugs, t-shirts -- and started seeing a lot of wear-and-tear on the room and furniture. Actually, it reminded me a lot of Design on a Dime... like it might look good to last through the photo/filming session, then all the cheap Scandinavian-style laminate furniture and other cost-cutting features start to fall apart and reveal the hotel for what it really is: the illusion of luxury and exclusivity. The most annoying thing, though, was the ""divider"" (yes, I said divider) between the bathroom and rest of the room. There was no solid, latching door, just a woven sliding panel that made comfortable privacy impossible. To boot, the panel in our room was BROKEN, so there was a hole in it. Also, there is a shuttered pass-through between the bathroom and bed area that doesn't fully close off any view or sound. I understand the concept (you can be in bed AND watch your lover take a shower... although the shower curtain was opaque, so I'm not sure what else you could watch), but when a room has two beds, there should be some consideration that lovers might not constitute a full party staying in a room. Not be be crass, but... there's this book called Everyone Poops. I think the W got confused and thought it was called Everyone Needs to Know When Everyone Poops. I give two stars for the beds being comfortable and room service (when requesting towels) being very prompt. Plus, we didn't get robbed... except for our dignity.",2,3,0,0,Negative,ugh never picked first take blame look plush stylish photo first thing noticed walking besides billy zane getting limo know omen club atmosphere lobby lot martini drinker sitting around sunglass receptionist trendy good suspect right faking english accent yeah actually tell take lift opinion always mistake staff come condescending definitely plenty high end hotel operate friendliness reserved two queen bed since sister law joining couple day got elevator scented nice touch despite full daylight outside plunged club style darkness hall dark colored light guide walk opened door lot light coming big window west side crappy view building next door ambient club music playing small alarm clock looked really clean another look realized everything everything god big marketing campaign attempt sell merchandise including bottle water picked passed many time logo worn highly annoying started obsessing finding everything branded find included teddy bear music playing came coffee mug shirt started seeing lot wear tear furniture actually reminded lot design dime might look good last photo filming session cheap scandinavian style laminate furniture cost cutting feature start fall apart reveal really illusion luxury exclusivity annoying thing though divider yes said divider bathroom rest solid latching door woven sliding panel made comfortable privacy impossible boot panel broken hole shuttered pas bathroom bed area fully close view sound understand concept bed watch lover take shower although shower curtain opaque sure else watch two bed consideration lover might constitute full party staying crass book called everyone poop think got confused thought called everyone need know everyone poop give two star bed comfortable service requesting towel prompt plus robbed except dignity,5,Price/Fees/Poor Value
3123,j96xGJ0dfAAxlda7uWJW6Q,After having to stay in the chicago suburbs I finally got the chance to stay downtown and was excited to stay here - I usually love W's.  This place sucked.  The staff was snotty. The rooms were small.  And the air conditioning was broken or something - it was so hot and muggy.  The place was packed with snotty 20-somethings.   I will say its a great view.  Next time I'll stay closer to MIchigan - likely the Peninsula.,1,0,0,0,Negative,chicago suburb finally got chance downtown excited usually love sucked staff snotty room small air conditioning broken something hot muggy packed snotty somethings say great view next time closer michigan likely peninsula,1,Service Breakdown/Attitude
3124,EjbpPiSgsaWfU9GknKTzFw,"Let me preface this 2-star review with the following: If this was any other regular hotel, it'd be 3 stars. But, this is the W, and I expected a lot more out of you! There were some redeeming qualities...awesome Bliss toiletries (though on day 1 I was missing conditioner and lotion), great location (close to everything without being directly on Michigan), comfy beds. BUT...There were many problems. This is a Chicago hotel! Do the words ""form follows function"" mean anything to you people?! In W's attempt to make-over the Days Inn, common sense really went out the window. For starters, the bathroom?! WTF? if you want any privacy in your bathroom, don't stay here. Seriously, a sliding wood door with slits, and a ""what the hell is it doing here"" window cut-out with wooden shutters? No overhead fan? A shower without a full door? I had to use a towel just to keep the floor from being completely soaked. Also, no closet, just some shelving. While nice-looking, it was inefficient. It was weird putting my shoes in a drawer. The shelf for my suitcase is directly under the hangers, so when I go into my suitcase, I have clothes hanging, literally, in my face. Annoying. Also, there were some little things that, again at any other hotel wouldn't have been a big deal, but this is the W! For example, both mornings the free coffee was empty. Refilling involved me talking to 2 different people. Lobby (excuse me, ""Living Room"") is way too small for the traffic. Despite 5 stations for front desk clerks, I never saw more than 1 or 2 which resulted in long lines and a crowded lobby. Also, it's hard to forget this was a Days Inn...ugly-colored walls, ,and a ""This used to be a cheap hotel"" stench that just wouldn't go away. If you're going to drop a lot of money on a fancy Chicago hotel, I'd advise looking at other properties. If you want that ""W Experience"" try one in a different city. But, if you can get a good deal, and don't come expecting much, by all means stay here!  When you book your room, request a lake view.",2,2,1,1,Negative,let preface star review following regular star expected lot redeeming quality awesome bliss toiletry though day missing conditioner lotion great location close everything without directly michigan comfy bed many problem chicago word form follows function mean anything people attempt make day inn common sense really went window starter bathroom wtf want privacy bathroom seriously sliding wood door slit hell window cut wooden shutter overhead fan shower without full door use towel keep floor completely soaked closet shelving nice looking inefficient weird putting shoe drawer shelf suitcase directly hanger suitcase clothes hanging literally face annoying little thing big deal example morning free coffee empty refilling involved talking different people lobby excuse living way small traffic despite station front desk clerk never saw resulted long line crowded lobby hard forget day inn ugly colored wall used cheap stench away going drop lot money fancy chicago advise looking property want experience try different city good deal come expecting much mean book request lake view,5,Price/Fees/Poor Value
